complex-name,gb-complex-etot,gb-complex-eelec,gb-complex-egb,gb-complex-esurf,gb-protein-etot,gb-protein-eelect,gb-protein-egb,gb-protein-esurf,gb-ligand-etot,gb-ligand-eelec,gb-ligand-egb,gb-ligand-esurf,pb-complex-etot,pb-complex-vdwaals,pb-complex-eelect,pb-complex-epb,pb-complex-ecavity,pb-protein-etot,pb-protein-vdwaals,pb-protein-eelec,pb-protein-epb,pb-protein-ecavity,pb-ligand-etot,pb-ligand-vdwaals,pb-ligand-eelec,pb-ligand-epb,pb-ligand-ecavity,ddg
1bn3,-9571.1296,-19512.5059,-2585.9174,58.0646,-9251.3977,-19696.2672,-2607.0768,58.4223,-355.1789,204.0149,-37.7842,2.885,-24502.758,-2511.414,-19512.5059,-2536.9026,58.0646,-24672.1598,-2474.2134,-19696.2672,-2560.1015,58.4223,166.9685,-3.2053,204.0149,-36.7261,2.885,-1.374914487
1bn4,-9582.6111,-19466.1657,-2619.0776,58.3123,-9230.7947,-19568.4669,-2643.3896,58.6417,-395.1147,120.0286,-39.9568,2.9137,-24508.8233,-2528.9313,-19466.1657,-2572.0386,58.3123,-24602.5458,-2494.4568,-19568.4669,-2598.2639,58.6417,81.0823,-2.4928,120.0286,-39.3671,2.9137,-1.338653455
1bnn,-9627.0205,-19451.4653,-2672.6155,57.8731,-9288.8437,-19640.1198,-2692.7622,58.3488,-373.8975,208.3161,-38.5989,2.8876,-24526.5462,-2511.4715,-19451.4653,-2621.4825,57.8731,-24697.9958,-2472.4501,-19640.1198,-2643.7747,58.3488,169.3344,-3.9179,208.3161,-37.9514,2.8876,-1.381551056
1bnq,-9475.4179,-19410.9733,-2671.0961,57.1342,-9182.9141,-19434.7844,-2687.1594,57.9582,-348.1948,84.3627,-103.96,2.9567,-24494.8155,-2520.478,-19410.9733,-2620.4983,57.1342,-24490.2176,-2472.7283,-19434.7844,-2640.6631,57.9582,-19.8675,-6.1269,84.3627,-101.06,2.9567,-1.350143168
1bnt,-9482.9052,-19399.0519,-2656.8532,56.6987,-9202.9182,-19463.8997,-2684.1787,57.0562,-329.7717,83.0804,-43.9618,2.9125,-24469.059,-2514.3204,-19399.0519,-2612.3853,56.6987,-24521.7623,-2475.4975,-19463.8997,-2639.4214,57.0562,38.8703,-3.9676,83.0804,-43.155,2.9125,-1.369429431
1bnu,-9468.135,-19461.7487,-2629.1476,56.4434,-9189.4229,-19509.1254,-2664.5449,57.0584,-335.8689,64.8992,-42.6366,2.7396,-24505.4866,-2511.8891,-19461.7487,-2588.2922,56.4434,-24544.9729,-2472.4538,-19509.1254,-2620.4522,57.0584,22.2755,-3.6286,64.8992,-41.7347,2.7396,-1.363275531
1bnv,-9561.053,-19477.127,-2676.8405,57.7573,-9245.1165,-19582.7268,-2664.5005,58.4408,-364.6222,134.4649,-93.6474,3.0731,-24557.9619,-2506.78,-19477.127,-2631.8122,57.7573,-24611.0153,-2460.9397,-19582.7268,-2625.7896,58.4408,40.1014,-6.1996,134.4649,-91.237,3.0731,-1.302802084
1bnw,-9536.8342,-19322.6333,-2684.2698,56.9734,-9196.4229,-19442.3405,-2713.7618,57.3563,-389.0958,135.3833,-37.8721,2.6206,-24397.6034,-2496.3695,-19322.6333,-2635.5739,56.9734,-24511.878,-2461.0842,-19442.3405,-2665.8096,57.3563,99.3949,-2.4573,135.3833,-36.1517,2.6206,-1.323644516
1bp0,-23132.3028,-43347.046,-10024.1682,131.3916,-22745.8616,-43422.2924,-10052.2879,131.9406,-414.3873,126.7604,-54.3144,2.425,-59516.8583,-6380.8947,-43347.046,-9920.3091,131.3916,-59592.1301,-6349.6872,-43422.2924,-9952.0911,131.9406,73.4778,-2.5799,126.7604,-53.1276,2.425,-1.011839372
1bq4,-37543.2361,-68857.662,-11240.7635,179.8669,-37153.2113,-67701.583,-11484.5922,180.8158,-445.1674,29.8455,-1000.4879,2.3006,-88960.3712,-9423.2825,-68857.662,-10859.2936,179.8669,-87985.2709,-9393.3415,-67701.583,-11071.1621,180.8158,-958.6182,-5.8105,29.8455,-984.9538,2.3006,-0.991498441
1br6,-11904.3974,-16934.6961,-2567.9047,64.2992,-11609.6585,-17137.5587,-2464.1739,64.716,-358.1279,242.4671,-209.7851,2.644,-21959.5012,-2520.5029,-16934.6961,-2568.6014,64.2992,-22018.0069,-2475.6541,-17137.5587,-2469.5101,64.716,33.979,-4.1966,242.4671,-206.9355,2.644,-0.701628816
1bty,-6378.6095,-15666.0353,-2031.1573,46.2349,-6302.2145,-15686.8063,-2006.9068,46.6488,-71.5255,56.1107,-56.7198,1.5853,-14731.8145,2930.5779,-15666.0353,-2042.5919,46.2349,-14705.5216,2955.5279,-15686.8063,-2020.8919,46.6488,0.9968,-0.4165,56.1107,-56.2827,1.5853,-0.933622281
1bv7,-7166.7829,-14051.5146,-1787.609,47.156,-7036.6379,-13952.3544,-1898.3873,49.1252,-215.7892,-27.3342,-54.0151,5.3539,-17607.2958,-1825.6221,-14051.5146,-1777.3151,47.156,-17503.2056,-1715.4155,-13952.3544,-1884.5609,49.1252,-93.157,-15.6269,-27.3342,-55.5498,5.3539,-1.399286337
1bv9,-7200.5399,-13992.7841,-1775.3831,46.7942,-7083.4578,-13900.0348,-1892.2915,48.6204,-215.2686,-27.7718,-53.5031,5.4213,-17548.053,-1839.4423,-13992.7841,-1762.6207,46.7942,-17453.988,-1730.9331,-13900.0348,-1871.6405,48.6204,-93.1758,-15.419,-27.7718,-55.4063,5.4213,-1.379146243
1bwa,-7174.3659,-14007.7907,-1761.2327,46.8828,-7048.4119,-13913.7792,-1870.5974,48.7669,-215.5171,-27.7791,-53.7111,5.3962,-17546.4101,-1835.2453,-14007.7907,-1750.257,46.8828,-17446.8336,-1730.8651,-13913.7792,-1850.9561,48.7669,-93.4749,-15.3497,-27.7791,-55.7424,5.3962,-1.291057322
1bwb,-7237.2684,-13821.9993,-1881.9153,47.4192,-7047.8763,-13756.1625,-2012.2262,49.1475,-282.5571,27.851,-64.4021,6.132,-17486.628,-1840.2991,-13821.9993,-1871.7489,47.4192,-17428.9934,-1728.4067,-13756.1625,-1993.5716,49.1475,-48.3949,-16.2306,27.851,-66.1473,6.132,-1.278365897
1bxr,-44706.298,-72663.8079,-12287.437,173.7542,-43547.0963,-73299.2839,-12722.5307,174.7919,-1368.0568,1046.831,-189.4571,3.303,-95274.7849,-10730.7787,-72663.8079,-12053.9524,173.7542,-96246.3451,-10661.2037,-73299.2839,-12460.6495,174.7919,861.7361,-7.1266,1046.831,-181.2712,3.303,-0.734265259
1byk,-18756.8651,-35384.3196,-4841.8874,103.1827,-18591.7964,-35133.5903,-4878.1234,104.3551,-188.5245,-161.7032,-80.3602,2.942,-45069.2075,-4982.8873,-35384.3196,-4805.1832,103.1827,-44815.0139,-4934.4196,-35133.5903,-4851.3591,104.3551,-253.7164,-5.6229,-161.7032,-89.3323,2.942,
1bzc,-12419.9112,-21154.82,-4223.9162,65.8901,-12302.1111,-20810.6222,-4340.2635,66.2841,-201.4694,-185.3324,-129.826,3.2446,-28254.2252,-3017.5699,-21154.82,-4147.7253,65.8901,-27973.601,-2970.5079,-20810.6222,-4258.7551,66.2841,-310.9797,-3.6562,-185.3324,-125.2357,3.2446,-0.955985118
1bzy,-33824.1924,-62318.408,-8538.1521,146.5903,-33548.189,-62051.6299,-8758.9846,147.349,-330.4307,18.4003,-122.271,2.7391,-79070.6981,-8555.5913,-62318.408,-8343.2891,146.5903,-78963.8698,-8510.5956,-62051.6299,-8548.9932,147.349,-107.5595,-4.2188,18.4003,-124.4801,2.7391,-1.27263793
1c1r,-6728.787,-15481.4512,-2238.2816,45.8889,-6583.9762,-15693.392,-2065.4276,46.4104,-161.5658,176.3941,-157.4115,2.8277,-14824.0929,2852.0984,-15481.4512,-2240.629,45.8889,-14818.7657,2894.65,-15693.392,-2066.4341,46.4104,19.6932,-2.7846,176.3941,-156.744,2.8277,-1.219252707
1c1u,-10354.3709,-16136.6685,-3422.5378,60.7108,-10206.5348,-16172.9137,-3449.0735,61.251,-167.4318,121.8287,-81.9926,2.809,-18553.9636,900.5139,-16136.6685,-3378.5199,60.7108,-18579.0054,937.7993,-16172.9137,-3405.1419,61.2509,39.9953,-2.3143,121.8287,-82.3281,2.809,-1.26612792
1c3e,-16421.4326,-27647.1325,-5933.4313,98.0225,-16011.3946,-27913.6331,-5432.6598,98.8961,-435.9373,126.7386,-391.5903,3.8081,-37278.7008,-3838.5829,-27647.1325,-5891.008,98.0225,-36988.4765,-3779.3591,-27913.6331,-5394.3804,98.8961,-259.4119,-5.1561,126.7386,-384.8025,3.8081,
1c3x,-28447.0897,-47753.7571,-11716.8414,146.7252,-28251.2517,-47827.3392,-11737.444,147.3017,-197.37,116.5506,-26.1488,1.6742,-66364.7287,-7104.07,-47753.7571,-11653.6268,146.7252,-66437.3147,-7075.6435,-47827.3392,-11681.6337,147.3017,91.9547,-1.1311,116.5506,-25.139,1.6742,-0.781747651
1c4u,-10246.5339,-16257.3849,-3587.9949,58.8796,-10033.8565,-16250.4646,-3603.8164,59.2943,-226.9781,79.6042,-89.2213,3.8029,-18503.0593,1238.0404,-16257.3849,-3542.5943,58.8796,-18448.3642,1301.3646,-16250.4646,-3558.5585,59.2943,-16.6162,-12.1408,79.6042,-87.8825,3.8029,-1.403350213
1c5c,-15242.9709,-30040.2229,-4119.2845,99.6959,-14853.3253,-29980.1793,-4237.6646,100.4887,-396.3468,135.9253,-87.6175,2.5347,-34456.9705,-381.4122,-30040.2229,-4135.0313,99.6959,-34485.7926,-357.5395,-29980.1793,-4248.5626,100.4887,57.5869,7.2891,135.9253,-88.1622,2.5347,-1.164107685
1c5n,-10314.2709,-16219.0159,-3384.5456,61.065,-10225.3634,-16208.915,-3407.0315,61.5063,-87.742,67.753,-56.5974,1.9535,-18591.5039,907.1283,-16219.0159,-3340.6812,61.065,-18574.0167,936.1989,-16208.915,-3362.8069,61.5063,12.4377,-1.2701,67.753,-55.9988,1.9535,-0.928537505
1c5o,-10253.214,-16166.4804,-3441.5449,60.6449,-10179.9109,-16142.9047,-3464.8019,61.0256,-71.1021,57.0396,-57.1052,1.5671,-18600.12,902.962,-16166.4804,-3397.2465,60.6449,-18577.079,924.7888,-16142.9047,-3419.9887,61.0256,1.7753,-0.1939,57.0396,-56.6375,1.5671,-0.749941042
1c5p,-6656.7628,-15687.5019,-2084.4214,45.8161,-6581.882,-15738.8742,-2031.0767,46.2177,-71.4593,56.1448,-56.6796,1.5824,-14839.3216,2890.5327,-15687.5019,-2088.1684,45.8161,-14812.4265,2915.7278,-15738.8742,-2035.4978,46.2177,0.9762,-0.4415,56.1448,-56.3095,1.5824,-0.925978866
1c5q,-6661.5061,-15578.5122,-2077.5609,46.0599,-6569.7772,-15582.8442,-2098.4214,46.5092,-98.0022,31.178,-14.6525,1.9444,-14687.4941,2913.6341,-15578.5122,-2068.676,46.0599,-14695.7594,2946.7143,-15582.8442,-2106.1385,46.5092,17.8196,-1.1459,31.178,-14.1569,1.9444,-1.110017026
1c5s,-6688.7144,-15585.4608,-2207.8974,46.1306,-6604.7396,-15689.5784,-2121.8054,46.5502,-86.0216,69.0169,-55.2982,1.8403,-14876.2477,2874.3946,-15585.4608,-2211.312,46.1306,-14866.8561,2903.0087,-15689.5784,-2126.8367,46.5502,14.9423,-1.0295,69.0169,-54.8854,1.8403,-1.075055682
1c5x,-8293.695,-15772.6053,-2389.9007,52.4037,-8203.8404,-15806.3379,-2367.7492,52.8868,-87.7281,67.7969,-56.5209,1.9486,-16041.3348,2056.0979,-15772.6053,-2377.2311,52.4037,-16022.243,2088.0795,-15806.3379,-2356.8714,52.8868,12.3929,-1.2237,67.7969,-56.1288,1.9486,-1.139470793
1c5y,-8334.7785,-15831.1983,-2409.3136,52.4449,-8235.4962,-15840.7108,-2381.9454,52.9091,-98.7873,40.3577,-59.9931,1.8106,-16162.2179,2012.7782,-15831.1983,-2396.2426,52.4449,-16118.1665,2041.6566,-15840.7108,-2372.0214,52.9091,-17.7828,-1,40.3577,-58.9511,1.8106,-0.861050715
1c5z,-8160.008,-15476.145,-2231.324,51.4715,-8086.3938,-15471.6949,-2235.3209,51.8561,-70.8136,57.7407,-57.334,1.5559,-15598.8862,2044.3532,-15476.145,-2218.5658,51.4715,-15573.9991,2069.0834,-15471.6949,-2223.2437,51.8561,2.2016,-0.0436,57.7407,-57.0514,1.5559,
1c70,-6994.3118,-13802.5692,-2050.516,47.9883,-7069.5106,-13707.9248,-2056.4769,50.1122,-30.5658,-5.7733,-195.9162,5.1175,-17641.2887,-1858.0478,-13802.5692,-2028.6599,47.9883,-17428.5767,-1742.5309,-13707.9248,-2028.2332,50.1122,-212.746,-17.7496,-5.7733,-194.3406,5.1175,-1.399286337
1c83,-12535.644,-21215.8775,-4173.7054,66.4458,-12468.6723,-21019.719,-4240.9125,66.8964,-93.8004,53.0465,-211.3766,2.0994,-28265.8517,-3000.97,-21215.8775,-4115.45,66.4458,-28090.5728,-2969.7731,-21019.719,-4167.9771,66.8964,-151.0171,1.1742,53.0465,-207.3371,2.0994,-0.947387223
1c84,-12335.9258,-21071.5215,-4054.8364,65.2736,-12436.1801,-21051.5262,-4152.7398,65.787,7.0503,9.6943,-27.7261,2.2224,-27997.3698,-2994.4834,-21071.5215,-3996.6384,65.2736,-28030.9382,-2960.9482,-21051.5262,-4084.2509,65.787,-14.7397,-0.1873,9.6943,-26.469,2.2224,-0.965662747
1c86,-12314.1052,-21212.8139,-4045.0639,65.9929,-12235.9757,-20972.0658,-4143.4878,66.5868,-86.8505,52.2154,-206.0282,2.1736,-28106.5534,-2967.5211,-21212.8139,-3992.2113,65.9929,-27917.8381,-2934.6777,-20972.0658,-4077.6815,66.5868,-148.7003,-0.4568,52.2154,-202.6324,2.1736,-0.928537505
1c87,-12572.8989,-21226.8904,-4202.352,65.9173,-12504.085,-21032.7498,-4262.8163,66.3505,-88.515,49.7247,-205.7144,2.1791,-28302.7291,-2989.6217,-21226.8904,-4152.1343,65.9173,-28123.8004,-2957.4063,-21032.7498,-4199.9948,66.3505,-150.015,-0.043,49.7247,-201.8759,2.1791,-0.861050715
1c88,-12514.902,-21139.0089,-4172.5274,65.5888,-12440.9451,-20920.646,-4275.7422,66.1383,-93.7653,-5.6773,-132.0454,2.2168,-28208.0975,-3018.1842,-21139.0089,-4116.4932,65.5888,-28039.9499,-2981.2504,-20920.646,-4204.1919,66.1383,-132.0235,-0.2439,-5.6773,-128.319,2.2168,-0.999490948
1cbx,-10803.1973,-22014.8715,-2470.583,58.9968,-10844.1774,-21847.7249,-2553.3579,59.5196,-11.3158,-124.2656,-14.9906,2.0659,-26726.8296,-2327.8328,-22014.8715,-2443.1221,58.9968,-26618.7614,-2299.2784,-21847.7249,-2531.2777,59.5196,-138.9746,-2.8477,-124.2656,-13.9271,2.0659,-1.109072888
1ceb,-3542.631,-5743.0329,-1045.5349,22.9609,-3445.4082,-5482.0907,-1167.7938,23.292,-91.0812,-50.0752,-84.608,1.8105,-4775.801,1984.9189,-5743.0329,-1040.6479,22.9609,-4610.3161,2008.6059,-5482.0907,-1160.1232,23.292,-132.5458,-2.6527,-50.0752,-81.6284,1.8105,-1.075055682
1cet,-40311.1072,-87743.2243,-9441.9719,201.9036,-40272.4501,-87965.5643,-9261.8547,201.8084,-45.7275,177.3651,-145.2175,3.1,-108674.7695,-11793.0657,-87743.2243,-9340.383,201.9036,-108681.3357,-11755.1588,-87965.5643,-9162.421,201.8084,31.2949,-4.7506,177.3651,-144.4196,3.1,-0.636753901
1cgl,-6611.7097,-9777.9765,-3687.2623,44.0631,-6700.5276,-9115.3904,-4008.1036,44.3948,-15.0838,-326.2858,-124.5836,4.8912,-14931.0055,-1568.3222,-9777.9765,-3628.7699,44.0631,-14505.2929,-1480.2396,-9115.3904,-3954.0577,44.3948,-463.9702,-20.1755,-326.2858,-122.4001,4.8912,-1.156298464
1ch8,-18703.3396,-29372.2141,-4651.01,84.4651,-17913.1797,-29778.3875,-4710.7124,85.7697,-867.6118,483.8644,-100.0093,3.2642,-37990.8751,-4120.5476,-29372.2141,-4582.5785,84.4651,-38394.3237,-4062.6283,-29778.3875,-4639.0775,85.7697,379.9353,-6.0739,483.8644,-101.1195,3.2642,
1ciz,-5741.2076,-9986.0834,-3432.1046,42.8175,-5787.9209,-10077.7887,-3236.8887,43.876,-163.0744,-222.0665,-96.346,4.0556,-14933.5756,-1629.1512,-9986.0834,-3361.1585,42.8175,-14773.4364,-1552.2725,-10077.7887,-3187.2511,43.876,-319.6876,-5.629,-222.0665,-96.0477,4.0556,-1.204122509
1cnw,-9351.9609,-19602.254,-2818.3051,57.8849,-9221.5913,-19383.7983,-2760.4727,57.8208,-178.2987,-204.3512,-123.3532,3.5514,-24796.2333,-2484.8964,-19602.254,-2766.9677,57.8849,-24486.4086,-2448.23,-19383.7983,-2712.2011,57.8208,-322.9814,-2.7332,-204.3512,-119.4483,3.5514,-1.226288618
1cnx,-9387.7104,-19534.3826,-2785.4073,57.678,-9260.7253,-19406.6877,-2768.9509,58.0796,-175.3861,-91.8671,-104.2892,3.2024,-24695.2515,-2484.8712,-19534.3826,-2733.6758,57.678,-24515.9901,-2446.8813,-19406.6877,-2720.5007,58.0796,-191.5231,-2.0446,-91.8671,-100.8137,3.2024,-1.198450624
1cny,-9371.5469,-19550.3219,-2862.4675,59.0663,-9235.2164,-19323.7532,-2811.8709,58.234,-181.8977,-218.897,-107.3642,4.3609,-24787.2468,-2480.5669,-19550.3219,-2815.4242,59.0663,-24472.6565,-2439.6609,-19323.7532,-2767.4765,58.234,-324.4686,-5.4954,-218.897,-104.4371,4.3609,-1.236308119
1cps,-10965.3635,-21861.0264,-2523.7251,59.4488,-10839.1583,-21681.4084,-2616.2398,60.1847,-254.5988,-108.0388,-110.5375,2.3433,-27348.0139,-3090.226,-21861.0264,-2456.2102,59.4488,-27254.2047,-3055.2707,-21681.4084,-2577.7103,60.1847,-218.5275,-3.0947,-108.0388,-109.7374,2.3433,-1.137671691
1ct8,-28514.7163,-59690.7118,-8542.2785,189.5192,-28394.0439,-59587.1581,-8559.9478,190.6943,-143.9882,-56.961,-57.4478,4.0335,-69230.7784,-1124.0648,-59690.7118,-8605.5209,189.5192,-69086.5564,-1064.701,-59587.1581,-8625.3916,190.6942,-118.771,-7.08,-56.961,-58.7635,4.0335,
1ctt,-20221.4724,-42550.6157,-4945.7054,96.6479,-20164.9768,-42476.6453,-4982.2379,97.137,-87.0669,-40.583,-29.9463,2.031,-53089.5092,-5728.7123,-42550.6157,-4906.8292,96.6479,-53006.2255,-5685.2594,-42476.6453,-4941.4578,97.137,-72.1493,-2.2403,-40.583,-31.357,2.031,-0.905107196
1ctu,-20236.4479,-42512.4364,-4863.9564,98.1697,-20119.9307,-42478.2934,-4904.2201,98.6443,-129.4988,29.6179,-39.0422,2.0888,-52947.9045,-5705.6513,-42512.4364,-4827.9865,98.1697,-52907.5846,-5664.3552,-42478.2934,-4863.5803,98.6443,-11.945,-2.3671,29.6179,-41.2847,2.0888,-1.486930597
1d09,-110838.2274,-194214.4805,-28838.1104,514.8823,-110621.1068,-194223.1612,-29039.5072,515.3071,-373.3358,111.1814,-59.7961,2.0521,-248177.9291,-26795.3382,-194214.4805,-27682.9927,514.8823,-248252.3767,-26767.3645,-194223.1612,-27777.1581,515.3071,52.6444,-2.8581,111.1814,-57.731,2.0521,-1.21451584
1d2e,-62407.7787,-106101.402,-22966.8287,339.3354,-61695.1753,-106501.8875,-22989.0227,339.8562,-738.7141,481.0688,-88.0673,3.0465,-143188.3081,-14749.5968,-106101.402,-22676.6446,339.3354,-143576.4577,-14708.5065,-106501.8875,-22705.9198,339.8562,385.8831,-6.3436,481.0688,-91.8886,3.0465,-1.075055682
1d3d,-12452.1939,-20457.9537,-3738.4214,64.7692,-12482.2277,-20399.9311,-3810.6469,65.8809,-3.2999,117.5327,-142.3687,4.5934,-24565.2821,-481.435,-20457.9537,-3690.6626,64.7692,-24500.3837,-400.1832,-20399.9311,-3766.1503,65.8809,-29.7185,-9.2982,117.5327,-142.5465,4.5934,-1.324304945
1d3p,-12481.9467,-20477.4628,-3739.6966,64.883,-12487.6452,-20396.3411,-3795.9005,66.0662,-33.0814,74.6125,-144.1766,4.6833,-23800.0101,301.4119,-20477.4628,-3688.8422,64.883,-23698.3258,382.0604,-20396.3411,-3750.1112,66.0662,-72.4221,-8.0017,74.6125,-143.7162,4.6833,-1.200076641
1d4k,-6988.6579,-13586.4777,-2111.504,47.587,-7003.164,-13272.1788,-2164.3322,49.9108,-70.8946,-264.9702,-89.2528,5.0278,-17437.7083,-1811.378,-13586.4777,-2087.4397,47.587,-17053.7334,-1697.2632,-13272.1788,-2134.2021,49.9108,-370.3163,-21.001,-264.9702,-89.3729,5.0278,-1.332825023
1d4l,-7121.4337,-13523.4633,-1956.8941,48.1316,-7037.7672,-13368.6805,-2070.4242,50.1195,-188.651,-110.0986,-42.6252,4.4987,-17209.5799,-1800.2816,-13523.4633,-1933.9665,48.1316,-17064.0819,-1701.0823,-13368.6805,-2044.4386,50.1195,-165.3324,-16.5001,-110.0986,-43.2324,4.4987,-1.302802084
1d4p,-12048.498,-19492.7843,-3513.3502,62.6834,-11923.565,-19462.9732,-3560.1109,63.8284,-136.7894,69.2951,-68.6789,3.332,-22419.8102,483.7416,-19492.7843,-3473.4509,62.6834,-22374.0878,543.3708,-19462.9732,-3518.3138,63.8284,-1.6443,-5.6693,69.2951,-68.6021,3.332,-1.10432978
1d4y,-7051.2872,-13829.0438,-2007.1271,49.184,-7011.5117,-13850.069,-2120.7722,51.1426,-159.8739,47.859,-39.6287,4.383,-17550.4258,-1785.1153,-13829.0438,-1985.4506,49.184,-17594.8829,-1700.6931,-13850.069,-2095.2634,51.1426,6.7532,-6.7744,47.859,-38.7144,4.383,-1.444167065
1d6v,-13966.7442,-30373.2656,-4428.3601,101.9718,-13875.6954,-30323.7424,-4383.172,102.3131,-136.5642,-46.6953,-97.3686,3.4958,-35248.7902,-525.2142,-30373.2656,-4452.2822,101.9718,-35108.8029,-477.6023,-30323.7424,-4409.7713,102.3131,-145.3108,-4.0711,-46.6953,-98.0403,3.4958,-1.091819303
1d6w,-9941.212,-15816.5011,-3417.8189,57.2896,-9767.3149,-15812.2134,-3452.1667,57.7926,-195.025,94.0115,-89.4958,3.9133,-18268.4115,857.9271,-15816.5011,-3367.127,57.2896,-18223.6966,928.2495,-15812.2134,-3397.5252,57.7926,-4.886,-13.9008,94.0115,-88.91,3.9133,-1.071042289
1d7i,-4215.5038,-7683.3865,-1102.4728,30.0441,-4196.5059,-7680.6113,-1106.7679,30.3386,-23.7713,6.4628,-11.52,1.5093,-9700.7532,-956.1512,-7683.3865,-1091.2596,30.0441,-9683.3328,-937.929,-7680.6113,-1095.1311,30.3386,-3.4564,-0.3888,6.4628,-11.0397,1.5093,-0.768560307
1d7j,-4255.6781,-7708.0541,-1076.7113,29.8421,-4217.2425,-7740.3415,-1081.1215,30.1386,-46.3125,41.6618,-14.4539,1.3163,-9699.2244,-956.949,-7708.0541,-1064.0634,29.8421,-9721.1215,-941.3027,-7740.3415,-1069.6158,30.1386,28.5696,-0.0138,41.6618,-14.3947,1.3163,-0.716353481
1d9i,-9935.6192,-15866.7595,-3460.2512,59.5179,-9755.6747,-15823.7999,-3479.9329,59.9562,-197.312,56.7845,-101.5062,3.6381,-18324.7268,901.3787,-15866.7595,-3418.8639,59.5179,-18231.2876,969.7988,-15823.7999,-3437.2428,59.9562,-49.4423,-11.7472,56.7845,-98.1176,3.6381,-1.325623627
1det,-3951.1539,-6715.5879,-1884.6198,28.003,-3567.0492,-6705.6963,-1873.3553,27.8131,-380.3047,47.78,-67.6113,2.665,-7849.9434,734.0482,-6715.5879,-1896.4065,28.003,-7795.6486,763.1129,-6705.6963,-1880.8783,27.8131,-25.8624,-5.7029,47.78,-70.6045,2.665,-0.875169014
1df8,-16866.774,-33428.8442,-3775.5551,91.824,-16749.7909,-33379.3248,-3800.0801,92.4134,-122.3539,-6.2749,-26.9626,2.2829,-41630.164,-4486.2997,-33428.8442,-3806.8441,91.824,-41560.3021,-4437.6011,-33379.3248,-3835.7896,92.4134,-32.9839,-2.3337,-6.2749,-26.6583,2.2829,-1.363275531
1dfo,-29247.0863,-61609.0982,-7515.9293,128.7304,-29041.171,-61577.3192,-7566.9718,129.9644,-274.6737,59.5273,-114.0127,3.7566,-77383.5133,-8654.395,-61609.0982,-7248.7505,128.7304,-77413.7316,-8586.3986,-61577.3192,-7379.9781,129.9644,-61.6524,-6.8323,59.5273,-118.104,3.7566,
1dgm,-11707.0029,-23786.1313,-3308.4441,74.0203,-11560.2693,-23753.9466,-3342.1461,74.7804,-195.3978,-7.9429,-42.2736,2.3095,-28962.5109,-1957.7252,-23786.1313,-3292.6747,74.0203,-28937.9086,-1926.3354,-23753.9466,-3332.407,74.7804,-53.3294,-3.2211,-7.9429,-44.4751,2.3095,-0.971632946
1dhi,-12886.3705,-18690.8924,-7682.8153,79.657,-12440.3967,-18828.6323,-7406.246,80.5486,-460.9347,106.1989,-264.6138,3.733,-29253.3547,-3006.7401,-18690.8924,-7635.3791,79.657,-29054.4,-2952.4166,-18828.6323,-7353.8997,80.5486,-155.1046,-5.8299,106.1989,-259.2066,3.733,-1.189427897
1dhj,-13027.0473,-19192.9023,-7407.5422,79.629,-12573.3443,-19300.8799,-7149.9418,80.5785,-460.9849,102.1365,-263.7107,3.7201,-29402.4531,-2933.0976,-19192.9023,-7356.0821,79.629,-29191.5378,-2879.9953,-19300.8799,-7091.2411,80.5785,-158.8243,-5.4153,102.1365,-259.2657,3.7201,-1.12767903
1dif,-7189.5494,-14396.4571,-1898.9471,48.4739,-7132.0463,-13898.5516,-2013.9557,50.7297,-154.6911,-437.258,-50.5351,5.4524,-18061.5061,-1845.0879,-14396.4571,-1868.435,48.4739,-17549.1858,-1717.5717,-13898.5516,-1983.7922,50.7297,-509.3587,-24.6481,-437.258,-52.9051,5.4524,-1.419899051
1dl7,-7853.1843,-15164.158,-2254.1436,51.1967,-7758.3799,-15239.9345,-2204.7605,51.9854,-116.5055,82.4242,-81.2424,2.7219,-17383.4793,-11.4914,-15164.158,-2259.0267,51.1967,-17379.62,21.886,-15239.9345,-2213.5568,51.9854,8.5335,0.8477,82.4242,-77.4602,2.7219,-1.122157518
1dmp,-7047.7223,-13737.1491,-1872.9778,46.7206,-7026.6914,-13630.3146,-1986.2648,48.4709,-113.0194,-54.3521,-36.9778,4.0434,-17322.7809,-1778.7171,-13737.1491,-1853.6353,46.7206,-17232.5654,-1684.9435,-13630.3146,-1965.7782,48.4709,-107.4565,-15.9068,-54.3521,-41.2411,4.0434,-1.353924693
1dqn,-18488.0432,-33832.1872,-5353.4351,103.5097,-18074.2876,-33686.0361,-5416.9235,104.0614,-476.2745,120.8001,-269.2332,2.6998,-43459.6095,-4458.2784,-33832.1872,-5272.6536,103.5097,-43333.5693,-4418.9757,-33686.0361,-5332.619,104.0614,-150.3568,-5.5255,120.8001,-268.3312,2.6998,-1.247664925
1drj,-10323.2513,-20665.6199,-2590.6532,59.6432,-10283.0477,-20475.2977,-2631.1265,59.8166,-4.0618,-81.7027,-33.6564,1.4785,-25644.686,-2506.0512,-20665.6199,-2532.6581,59.6432,-25476.1812,-2488.8841,-20475.2977,-2571.816,59.8166,-119.4047,-0.7527,-81.7027,-38.4278,1.4785,-1.200888
