dataset group name,Dataset Name,Host,Guest,Ex _G_(kcal/mol),Ex _G_SEM,EX _H_(kcal/mol),EX _H_SEM,pb_guest_Etot,pb_guest_VDWAALS,pb_guest_EELEC,pb_guest_EPB,pb_guest_ECAVITY,pb_host_Etot,pb_host_VDWAALS,pb_host_EELEC,pb_host_EPB,pb_host_ECAVITY,pb_complex_Etot,pb_complex_VDWAALS,pb_complex_EELEC,pb_complex_EPB,pb_complex_ECAVITY,gb_Complex_Etot,gb_Complex_1-4EEL,gb_Complex_EELEC,gb_Complex_EGB,gb_Complex_ESURF,gb_guest_Etot,gb_guest_1-4EEL,gb_guest_EELEC,gb_guest_EGB,gb_guest_ESURF,gb_host_Etot,gb_host_1-4EEL,gb_host_EELEC,gb_host_EGB,gb_host_ESURF,gb_delta_H,pb_delta_H,EX _delta_H_(kcal/mol)
pdbbind,refined,1bdq,guest-ligand,-1.108127261,NA,NA,NA,-108.7,-16.07,-17.61,-79.33,4.2923,-17277.18,-1663.637,-13445.11,-2219,50.48,-17340.221,-1752.4207,-13425.5,-2211,48.46,-6850.243,8765.9,-13425.5,-2239,48.46,-129,-38.04,-17.61,-77.63,4.2923,-6842.82,8803.95,-13445.1,-2252.14,50.48,48.8633,45.659,
pdbbind,refined,1bgq,guest-ligand,-1.28896064,NA,NA,NA,109.66,-2.232,143.29,-34.09,2.6869,-40268.05,-4086.267,-30041.02,-6237,96.098,-40175.575,-4129.6041,-29934.17,-6207,95.226,-17729.63,18344,-29934.17,-6234,95.226,-120,-232.7,143.29,-33.36,2.6869,-17634.4,18576.3,-30041,-6265.79,96.1,-16.3351,-17.185,
pdbbind,refined,1bhf,guest-ligand,-0.886229235,NA,NA,NA,-747.2,-14.47,-190.3,-547.5,4.9683,-9016.774,-907.0252,-6736.42,-1406,33.031,-9816.042,-974.8864,-7396.495,-1478,33.05,-5237.891,3612.9,-7396.495,-1487,33.05,-370.4,369.94,-190.3,-555.1,4.9683,-4879.18,3242.93,-6736.42,-1418.73,33.03,-41.7022,-52.068,
pdbbind,refined,1bhx,guest-ligand,-1.153672639,NA,NA,NA,-170.7,-9.456,-78.01,-87,3.7377,-18722.96,968.9991,-16229.54,-3521,58.591,-18940.467,908.0305,-16400.02,-3507,58.244,-10344.47,9548.2,-16400.02,-3551,58.244,-228.8,-65.72,-78.01,-88.8,3.7377,-10120.5,9613.97,-16229.5,-3563.49,58.59,-46.6826,-46.807,
pdbbind,refined,1bju,guest-ligand,-0.941169551,NA,NA,NA,90.29,-0.526,154.64,-66.54,2.7218,-14821.98,2912.6941,-15786.16,-1994,45.849,-14764.956,2872.1608,-15632.16,-2050,45.464,-6760.793,10861,-15632.16,-2036,45.464,-182.8,-273.8,154.64,-66.35,2.7218,-6586.6,11135.3,-15786.2,-1981.54,45.85,-31.4003,-33.266,
pdbbind,refined,1bjv,guest-ligand,-1.0271967,NA,NA,NA,79.479,-1.834,146.96,-68.98,3.3341,-14791.38,2950.3661,-15655.49,-2133,46.686,-14740.124,2906.7031,-15456.97,-2236,46.534,-6664.827,10971,-15456.97,-2225,46.534,-188.4,-270.1,146.96,-68.53,3.3341,-6488.42,11241.2,-15655.5,-2120.83,46.69,-29.836,-28.223,
pdbbind,refined,1bm7,guest-ligand,-1.210539683,NA,NA,NA,-23.52,1.5224,43.189,-70.6,2.3708,-41756.88,-4248.772,-31227.95,-6370,89.836,-41808.336,-4280.4426,-31106.01,-6511,89.007,-15374.99,22199,-31106.01,-6557,89.007,-96.91,-70.2,43.189,-72.27,2.3708,-15286.7,22269.4,-31227.9,-6417.9,89.84,-24.573,-27.936,
pdbbind,refined,1bma,guest-ligand,-0.914328014,NA,NA,NA,-94.24,-10.39,-24.69,-63.38,4.2235,-16669.29,987.2949,-15800.99,-1909,53.787,-16796.839,917.6974,-15806.07,-1962,53.11,-9203.022,8504.6,-15806.07,-1955,53.11,44.949,129.09,-24.69,-63.67,4.2235,-9270.85,8375.47,-15801,-1899.13,53.79,-36.3285,-33.309,
pdbbind,refined,1bn1,guest-ligand,-1.340583751,NA,NA,NA,83.032,-3.149,121.75,-38.39,2.8263,-24602.4,-2497.607,-19648.28,-2515,58.553,-24510.525,-2534.3427,-19544.34,-2490,58.178,-9565.227,12456,-19544.34,-2535,58.178,-386.8,-473.3,121.75,-38.12,2.8263,-9218.44,12929.7,-19648.3,-2558.42,58.55,6.4263,8.843,
pdbbind,refined,1bn3,guest-ligand,-1.374914487,NA,NA,NA,166.97,-3.205,204.01,-36.73,2.885,-24672.16,-2474.213,-19696.27,-2560,58.422,-24502.758,-2511.414,-19512.51,-2537,58.065,-9571.13,12469,-19512.51,-2586,58.065,-355.2,-524.3,204.01,-37.78,2.885,-9251.4,12993.5,-19696.3,-2607.08,58.42,1.474,2.432,
pdbbind,refined,1bn4,guest-ligand,-1.338653455,NA,NA,NA,81.082,-2.493,120.03,-39.37,2.9137,-24602.55,-2494.457,-19568.47,-2598,58.642,-24508.823,-2528.9313,-19466.17,-2572,58.312,-9582.611,12444,-19466.17,-2619,58.312,-395.1,-478.1,120.03,-39.96,2.9137,-9230.79,12922.4,-19568.5,-2643.39,58.64,11.2977,12.645,
pdbbind,refined,1bnn,guest-ligand,-1.381551056,NA,NA,NA,169.33,-3.918,208.32,-37.95,2.8876,-24698,-2472.45,-19640.12,-2644,58.349,-24526.546,-2511.4715,-19451.47,-2621,57.873,-9627.021,12439,-19451.47,-2673,57.873,-373.9,-546.5,208.32,-38.6,2.8876,-9288.84,12985.7,-19640.1,-2692.76,58.35,0.6155,2.124,
pdbbind,refined,1bnq,guest-ligand,-1.350143168,NA,NA,NA,-19.87,-6.127,84.363,-101.1,2.9567,-24490.22,-2472.728,-19434.78,-2641,57.958,-24494.816,-2520.478,-19410.97,-2620,57.134,-9475.418,12550,-19410.97,-2671,57.134,-348.2,-331.6,84.363,-104,2.9567,-9182.91,12881.1,-19434.8,-2687.16,57.96,14.069,15.274,
pdbbind,refined,1bnt,guest-ligand,-1.369429431,NA,NA,NA,38.87,-3.968,83.08,-43.16,2.9125,-24521.76,-2475.498,-19463.9,-2639,57.056,-24469.059,-2514.3204,-19399.05,-2612,56.699,-9482.905,12516,-19399.05,-2657,56.699,-329.8,-371.8,83.08,-43.96,2.9125,-9202.92,12888.1,-19463.9,-2684.18,57.06,14.9606,13.831,
pdbbind,refined,1bnu,guest-ligand,-1.363275531,NA,NA,NA,22.276,-3.629,64.899,-41.73,2.7396,-24544.97,-2472.454,-19509.13,-2620,57.058,-24505.487,-2511.8891,-19461.75,-2588,56.443,-9468.135,12566,-19461.75,-2629,56.443,-335.9,-360.9,64.899,-42.64,2.7396,-9189.42,12927.2,-19509.1,-2664.54,57.06,21.3789,17.207,
pdbbind,refined,1bnv,guest-ligand,-1.302802084,NA,NA,NA,40.101,-6.2,134.46,-91.24,3.0731,-24611.02,-2460.94,-19582.73,-2626,58.441,-24557.962,-2506.78,-19477.13,-2632,57.757,-9561.053,12535,-19477.13,-2677,57.757,-364.6,-408.5,134.46,-93.65,3.0731,-9245.12,12943.7,-19582.7,-2664.5,58.44,9.027,12.957,
pdbbind,refined,1bnw,guest-ligand,-1.323644516,NA,NA,NA,99.395,-2.457,135.38,-36.15,2.6206,-24511.88,-2461.084,-19442.34,-2666,57.356,-24397.603,-2496.3695,-19322.63,-2636,56.973,-9536.834,12413,-19322.63,-2684,56.973,-389.1,-489.2,135.38,-37.87,2.6206,-9196.42,12902.3,-19442.3,-2713.76,57.36,15.8575,14.882,
pdbbind,refined,1bp0,guest-ligand,-1.011839372,NA,NA,NA,73.478,-2.58,126.76,-53.13,2.425,-59592.13,-6349.687,-43422.29,-9952,131.94,-59516.858,-6380.8947,-43347.05,-9920,131.39,-23132.3,30108,-43347.05,-10024,131.39,-414.4,-489.3,126.76,-54.31,2.425,-22745.9,30596.8,-43422.3,-10052.3,131.9,-0.6277,1.794,
pdbbind,refined,1bq4,guest-ligand,-0.991498441,NA,NA,NA,-958.6,-5.811,29.846,-985,2.3006,-87985.27,-9393.342,-67701.58,-11071,180.82,-88960.371,-9423.2825,-68857.66,-10859,179.87,-37543.24,42375,-68857.66,-11241,179.87,-445.2,523.17,29.846,-1000,2.3006,-37153.2,41852.1,-67701.6,-11484.6,180.8,31.0305,-16.501,
pdbbind,refined,1br6,guest-ligand,-0.701628816,NA,NA,NA,33.979,-4.197,242.47,-206.9,2.644,-22018.01,-2475.654,-17137.56,-2470,64.716,-21959.501,-2520.5029,-16934.7,-2569,64.299,-11904.4,7533.9,-16934.7,-2568,64.299,-358.1,-393.5,242.47,-209.8,2.644,-11609.7,7927.36,-17137.6,-2464.17,64.72,22.7481,24.53,
pdbbind,refined,1bty,guest-ligand,-0.933622281,NA,NA,NA,0.9968,-0.417,56.111,-56.28,1.5853,-14705.52,2955.5279,-15686.81,-2021,46.649,-14731.815,2930.5779,-15666.04,-2043,46.235,-6378.61,11272,-15666.04,-2031,46.235,-71.53,-72.5,56.111,-56.72,1.5853,-6302.21,11344.8,-15686.8,-2006.91,46.65,-29.403,-27.2918,
pdbbind,refined,1bv7,guest-ligand,-1.399286337,NA,NA,NA,-93.16,-15.63,-27.33,-55.55,5.3539,-17503.21,-1715.416,-13952.35,-1885,49.125,-17607.296,-1825.6221,-14051.51,-1777,47.156,-7166.783,8625.2,-14051.51,-1788,47.156,-215.8,-139.8,-27.33,-54.02,5.3539,-7036.64,8764.98,-13952.4,-1898.39,49.13,-8.9191,-10.926,
pdbbind,refined,1bv9,guest-ligand,-1.379146243,NA,NA,NA,-93.18,-15.42,-27.77,-55.41,5.4213,-17453.99,-1730.933,-13900.03,-1872,48.62,-17548.053,-1839.4423,-13992.78,-1763,46.794,-7200.54,8520.8,-13992.78,-1775,46.794,-215.3,-139.4,-27.77,-53.5,5.4213,-7083.46,8660.25,-13900,-1892.29,48.62,5.1307,-0.883,
pdbbind,refined,1bwa,guest-ligand,-1.291057322,NA,NA,NA,-93.47,-15.35,-27.78,-55.74,5.3962,-17446.83,-1730.865,-13913.78,-1851,48.767,-17546.41,-1835.2453,-14007.79,-1750,46.883,-7174.366,8547.8,-14007.79,-1761,46.883,-215.5,-139.4,-27.78,-53.71,5.3962,-7048.41,8687.2,-13913.8,-1870.6,48.77,0.5137,-6.11,
pdbbind,refined,1bwb,guest-ligand,-1.278365897,NA,NA,NA,-48.39,-16.23,27.851,-66.15,6.132,-17428.99,-1728.407,-13756.16,-1994,49.148,-17486.628,-1840.2991,-13822,-1872,47.419,-7237.268,8419.2,-13822,-1882,47.419,-282.6,-252.1,27.851,-64.4,6.132,-7047.88,8671.36,-13756.2,-2012.23,49.15,-2.4501,-9.248,
pdbbind,refined,1bxr,guest-ligand,-0.734265259,NA,NA,NA,861.74,-7.127,1046.8,-181.3,3.303,-96246.35,-10661.2,-73299.28,-12461,174.79,-95274.785,-10730.779,-72663.81,-12054,173.75,-44706.3,40071,-72663.81,-12287,173.75,-1368,-2229,1046.8,-189.5,3.303,-43547.1,42299.9,-73299.3,-12722.5,174.8,146.348,109.825,
pdbbind,refined,1byk,guest-ligand,,NA,NA,NA,-253.7,-5.623,-161.7,-89.33,2.942,-44815.01,-4934.42,-35133.59,-4851,104.36,-45069.208,-4982.8873,-35384.32,-4805,103.18,-18756.87,21366,-35384.32,-4842,103.18,-188.5,50.597,-161.7,-80.36,2.942,-18591.8,21315.6,-35133.6,-4878.12,104.4,-19.4143,-0.498,
pdbbind,refined,1bzc,guest-ligand,-0.955985118,NA,NA,NA,-311,-3.656,-185.3,-125.2,3.2446,-27973.6,-2970.508,-20810.62,-4259,66.284,-28254.225,-3017.5699,-21154.82,-4148,65.89,-12419.91,12893,-21154.82,-4224,65.89,-201.5,110.44,-185.3,-129.8,3.2446,-12302.1,12782.5,-20810.6,-4340.26,66.28,40.2841,30.375,
pdbbind,refined,1bzy,guest-ligand,-1.27263793,NA,NA,NA,-107.6,-4.219,18.4,-124.5,2.7391,-78963.87,-8510.596,-62051.63,-8549,147.35,-79070.698,-8555.5913,-62318.41,-8343,146.59,-33824.19,36886,-62318.41,-8538,146.59,-330.4,-229.3,18.4,-122.3,2.7391,-33548.2,37115.1,-62051.6,-8758.98,147.3,13.6337,0.772,
pdbbind,refined,1c1r,guest-ligand,-1.219252707,NA,NA,NA,19.693,-2.785,176.39,-156.7,2.8277,-14818.77,2894.65,-15693.39,-2066,46.41,-14824.093,2852.0984,-15481.45,-2241,45.889,-6728.787,10945,-15481.45,-2238,45.889,-161.6,-183.4,176.39,-157.4,2.8277,-6583.98,11128.4,-15693.4,-2065.43,46.41,-22.9736,-25.016,
pdbbind,refined,1c1u,guest-ligand,-1.26612792,NA,NA,NA,39.995,-2.314,121.83,-82.33,2.809,-18579.01,937.7993,-16172.91,-3405,61.251,-18553.964,900.5139,-16136.67,-3379,60.711,-10354.37,9144.1,-16136.67,-3423,60.711,-167.4,-210.1,121.83,-81.99,2.809,-10206.5,9354.2,-16172.9,-3449.07,61.25,-15.4414,-14.949,
pdbbind,refined,1c3e,guest-ligand,-1.131332009,NA,NA,NA,-259.4,-5.156,126.74,-384.8,3.8081,-36988.48,-3779.359,-27913.63,-5394,98.896,-37278.701,-3838.5829,-27647.13,-5891,98.023,-16421.43,17061,-27647.13,-5933,98.023,-435.9,-174.9,126.74,-391.6,3.8081,-16011.4,17236,-27913.6,-5432.66,98.9,-28.1979,-30.821,
pdbbind,refined,1c3x,guest-ligand,-0.781747651,NA,NA,NA,91.955,-1.131,116.55,-25.14,1.6742,-66437.31,-7075.644,-47827.34,-11682,147.3,-66364.729,-7104.07,-47753.76,-11654,146.73,-28447.09,30877,-47753.76,-11717,146.73,-197.4,-289.4,116.55,-26.15,1.6742,-28251.3,31166.2,-47827.3,-11737.4,147.3,-25.685,-19.374,
pdbbind,refined,1c4u,guest-ligand,-1.403350213,NA,NA,NA,-16.62,-12.14,79.604,-87.88,3.8029,-18448.36,1301.3646,-16250.46,-3559,59.294,-18503.059,1238.0404,-16257.38,-3543,58.88,-10246.53,9540,-16257.38,-3588,58.88,-227,-221.2,79.604,-89.22,3.8029,-10033.9,9761.13,-16250.5,-3603.82,59.29,-36.8142,-38.079,
pdbbind,refined,1c5c,guest-ligand,-1.164107685,NA,NA,NA,57.587,7.2891,135.93,-88.16,2.5347,-34485.79,-357.5395,-29980.18,-4249,100.49,-34456.971,-381.4122,-30040.22,-4135,99.696,-15242.97,18817,-30040.22,-4119,99.696,-396.3,-447.2,135.93,-87.62,2.5347,-14853.3,19264,-29980.2,-4237.66,100.5,-24.5318,-28.768,
pdbbind,refined,1c5n,guest-ligand,-0.928537505,NA,NA,NA,12.438,-1.27,67.753,-56,1.9535,-18574.02,936.1989,-16208.92,-3363,61.506,-18591.504,907.1283,-16219.02,-3341,61.065,-10314.27,9228.2,-16219.02,-3385,61.065,-87.74,-100.9,67.753,-56.6,1.9535,-10225.4,9329.08,-16208.9,-3407.03,61.51,-28.9306,-29.922,
pdbbind,refined,1c5o,guest-ligand,-0.749941042,NA,NA,NA,1.7753,-0.194,57.04,-56.64,1.5671,-18577.08,924.7888,-16142.9,-3420,61.026,-18600.12,902.962,-16166.48,-3397,60.645,-10253.21,9294.2,-16166.48,-3442,60.645,-71.1,-72.6,57.04,-57.11,1.5671,-10179.9,9366.77,-16142.9,-3464.8,61.03,-23.8428,-24.8153,
pdbbind,refined,1c5p,guest-ligand,-0.925978866,NA,NA,NA,0.9762,-0.442,56.145,-56.31,1.5824,-14812.43,2915.7278,-15738.87,-2035,46.218,-14839.322,2890.5327,-15687.5,-2088,45.816,-6656.763,11069,-15687.5,-2084,45.816,-71.46,-72.51,56.145,-56.68,1.5824,-6581.88,11141.9,-15738.9,-2031.08,46.22,-28.1761,-27.8682,
pdbbind,refined,1c5q,guest-ligand,-1.110017026,NA,NA,NA,17.82,-1.146,31.178,-14.16,1.9444,-14695.76,2946.7143,-15582.84,-2106,46.509,-14687.494,2913.6341,-15578.51,-2069,46.06,-6661.506,10949,-15578.51,-2078,46.06,-98,-116.5,31.178,-14.65,1.9444,-6569.78,11065,-15582.8,-2098.42,46.51,-25.6602,-9.554,
pdbbind,refined,1c5s,guest-ligand,-1.075055682,NA,NA,NA,14.942,-1.03,69.017,-54.89,1.8403,-14866.86,2903.0087,-15689.58,-2127,46.55,-14876.248,2874.3946,-15585.46,-2211,46.131,-6688.714,11059,-15585.46,-2208,46.131,-86.02,-101.6,69.017,-55.3,1.8403,-6604.74,11160.1,-15689.6,-2121.81,46.55,-25.5381,-24.33,
pdbbind,refined,1c5x,guest-ligand,-1.139470793,NA,NA,NA,12.393,-1.224,67.797,-56.13,1.9486,-16022.24,2088.0795,-15806.34,-2357,52.887,-16041.335,2056.0979,-15772.61,-2377,52.404,-8293.695,9816.4,-15772.61,-2390,52.404,-87.73,-101,67.797,-56.52,1.9486,-8203.84,9917.36,-15806.3,-2367.75,52.89,-32.8826,-31.488,
pdbbind,refined,1c5y,guest-ligand,-0.861050715,NA,NA,NA,-17.78,-1,40.358,-58.95,1.8106,-16118.17,2041.6566,-15840.71,-2372,52.909,-16162.218,2012.7782,-15831.2,-2396,52.445,-8334.779,9853.3,-15831.2,-2409,52.445,-98.79,-80.96,40.358,-59.99,1.8106,-8235.5,9934.25,-15840.7,-2381.95,52.91,-28.3674,-26.268,
pdbbind,refined,1c5z,guest-ligand,-0.833274745,NA,NA,NA,2.2016,-0.044,57.741,-57.05,1.5559,-15574,2069.0834,-15471.69,-2223,51.856,-15598.886,2044.3532,-15476.15,-2219,51.472,-8160.008,9496,-15476.15,-2231,51.472,-70.81,-72.78,57.741,-57.33,1.5559,-8086.39,9568.77,-15471.7,-2235.32,51.86,-27.4942,-27.0876,
pdbbind,refined,1c70,guest-ligand,-1.399286337,NA,NA,NA,-212.7,-17.75,-5.773,-194.3,5.1175,-17428.58,-1742.531,-13707.92,-2028,50.112,-17641.289,-1858.0478,-13802.57,-2029,47.988,-6994.312,8810.8,-13802.57,-2051,47.988,-30.57,166.01,-5.773,-195.9,5.1175,-7069.51,8644.78,-13707.9,-2056.48,50.11,8.0012,-0.009,
pdbbind,refined,1c83,guest-ligand,-0.947387223,NA,NA,NA,-151,1.1742,53.047,-207.3,2.0994,-28090.57,-2969.773,-21019.72,-4168,66.896,-28265.852,-3000.97,-21215.88,-4115,66.446,-12535.64,12787,-21215.88,-4174,66.446,-93.8,62.43,53.047,-211.4,2.0994,-12468.7,12725.1,-21019.7,-4240.91,66.9,-5.5112,-24.282,
pdbbind,refined,1c84,guest-ligand,-0.965662747,NA,NA,NA,-14.74,-0.187,9.6943,-26.47,2.2224,-28030.94,-2960.948,-21051.53,-4084,65.787,-27997.37,-2994.4834,-21071.52,-3997,65.274,-12335.93,12725,-21071.52,-4055,65.274,7.0503,22.86,9.6943,-27.73,2.2224,-12436.2,12702.3,-21051.5,-4152.74,65.79,59.8713,48.31,
pdbbind,refined,1c86,guest-ligand,-0.928537505,NA,NA,NA,-148.7,-0.457,52.215,-202.6,2.1736,-27917.84,-2934.678,-20972.07,-4078,66.587,-28106.553,-2967.5211,-21212.81,-3992,65.993,-12314.11,12878,-21212.81,-4045,65.993,-86.85,64.789,52.215,-206,2.1736,-12236,12813,-20972.1,-4143.49,66.59,-23.6461,-40.013,
pdbbind,refined,1c87,guest-ligand,-0.861050715,NA,NA,NA,-150,-0.043,49.725,-201.9,2.1791,-28123.8,-2957.406,-21032.75,-4200,66.351,-28302.729,-2989.6217,-21226.89,-4152,65.917,-12572.9,12790,-21226.89,-4202,65.917,-88.52,65.296,49.725,-205.7,2.1791,-12504.1,12725.1,-21032.7,-4262.82,66.35,-12.4527,-28.929,
pdbbind,refined,1c88,guest-ligand,-0.999490948,NA,NA,NA,-132,-0.244,-5.677,-128.3,2.2168,-28039.95,-2981.25,-20920.65,-4204,66.138,-28208.098,-3018.1842,-21139.01,-4116,65.589,-12514.9,12731,-21139.01,-4173,65.589,-93.77,41.741,-5.677,-132,2.2168,-12440.9,12689.3,-20920.6,-4275.74,66.14,-16.9202,-36.148,
pdbbind,refined,1cbx,guest-ligand,-1.109072888,NA,NA,NA,-139,-2.848,-124.3,-13.93,2.0659,-26618.76,-2299.278,-21847.72,-2531,59.52,-26726.83,-2327.8328,-22014.87,-2443,58.997,-10803.2,13623,-22014.87,-2471,58.997,-11.32,125.87,-124.3,-14.99,2.0659,-10844.2,13497.4,-21847.7,-2553.36,59.52,26.6132,30.93,
pdbbind,refined,1ceb,guest-ligand,-1.075055682,NA,NA,NA,-132.5,-2.653,-50.08,-81.63,1.8105,-4610.316,2008.6059,-5482.091,-1160,23.292,-4775.801,1984.9189,-5743.033,-1041,22.961,-3542.631,3223,-5743.033,-1046,22.961,-91.08,41.792,-50.08,-84.61,1.8105,-3445.41,3181.18,-5482.09,-1167.79,23.29,-27.175,-32.985,
pdbbind,refined,1cet,guest-ligand,-0.636753901,NA,NA,NA,31.295,-4.751,177.37,-144.4,3.1,-108681.3,-11755.16,-87965.56,-9162,201.81,-108674.77,-11793.066,-87743.22,-9340,201.9,-40311.11,56672,-87743.22,-9442,201.9,-45.73,-80.98,177.37,-145.2,3.1,-40272.5,56753.2,-87965.6,-9261.85,201.8,-26.035,-24.765,
pdbbind,refined,1cgl,guest-ligand,-1.156298464,NA,NA,NA,-464,-20.18,-326.3,-122.4,4.8912,-14505.29,-1480.24,-9115.39,-3954,44.395,-14931.006,-1568.3222,-9777.977,-3629,44.063,-6611.71,6809.5,-9777.977,-3687,44.063,-15.08,430.89,-326.3,-124.6,4.8912,-6700.53,6378.57,-9115.39,-4008.1,44.39,35.9978,38.284,
pdbbind,refined,1ch8,guest-ligand,-1.167546089,NA,NA,NA,379.94,-6.074,483.86,-101.1,3.2642,-38394.32,-4062.628,-29778.39,-4639,85.77,-37990.875,-4120.5476,-29372.21,-4583,84.465,-18703.34,15235,-29372.21,-4651,84.465,-867.6,-1255,483.86,-100,3.2642,-17913.2,16490.2,-29778.4,-4710.71,85.77,25.6144,23.505,
pdbbind,refined,1ciz,guest-ligand,-1.204122509,NA,NA,NA,-319.7,-5.629,-222.1,-96.05,4.0556,-14773.44,-1552.273,-10077.79,-3187,43.876,-14933.576,-1629.1512,-9986.083,-3361,42.818,-5741.208,7634.2,-9986.083,-3432,42.818,-163.1,151.28,-222.1,-96.35,4.0556,-5787.92,7482.88,-10077.8,-3236.89,43.88,138.5628,159.564,
pdbbind,refined,1cnw,guest-ligand,-1.226288618,NA,NA,NA,-323,-2.733,-204.4,-119.4,3.5514,-24486.41,-2448.23,-19383.8,-2712,57.821,-24796.233,-2484.8964,-19602.25,-2767,57.885,-9351.961,13011,-19602.25,-2818,57.885,-178.3,145.85,-204.4,-123.4,3.5514,-9221.59,12864.9,-19383.8,-2760.47,57.82,13.9956,13.177,
pdbbind,refined,1cnx,guest-ligand,-1.198450624,NA,NA,NA,-191.5,-2.045,-91.87,-100.8,3.2024,-24515.99,-2446.881,-19406.69,-2721,58.08,-24695.252,-2484.8712,-19534.38,-2734,57.678,-9387.71,12874,-19534.38,-2785,57.678,-175.4,17.568,-91.87,-104.3,3.2024,-9260.73,12856.8,-19406.7,-2768.95,58.08,12.4748,12.238,
pdbbind,refined,1cny,guest-ligand,-1.236308119,NA,NA,NA,-324.5,-5.495,-218.9,-104.4,4.3609,-24472.66,-2439.661,-19323.75,-2767,58.234,-24787.247,-2480.5669,-19550.32,-2815,59.066,-9371.547,12982,-19550.32,-2862,59.066,-181.9,140,-218.9,-107.4,4.3609,-9235.22,12842.2,-19323.8,-2811.87,58.23,10.1621,9.913,
pdbbind,refined,1cps,guest-ligand,-1.137671691,NA,NA,NA,-218.5,-3.095,-108,-109.7,2.3433,-27254.2,-3055.271,-21681.41,-2578,60.185,-27348.014,-3090.226,-21861.03,-2456,59.449,-10965.36,13360,-21861.03,-2524,59.449,-254.6,-38.37,-108,-110.5,2.3433,-10839.2,13398.3,-21681.4,-2616.24,60.18,96.58,124.686,
pdbbind,refined,1ct8,guest-ligand,-1.124924626,NA,NA,NA,-118.8,-7.08,-56.96,-58.76,4.0335,-69086.56,-1064.701,-59587.16,-8625,190.69,-69230.778,-1124.0648,-59690.71,-8606,189.52,-28514.72,39529,-59690.71,-8542,189.52,-144,-33.61,-56.96,-57.45,4.0335,-28394,39562.4,-59587.2,-8559.95,190.7,-29.0038,-25.418,
pdbbind,refined,1ctt,guest-ligand,-0.905107196,NA,NA,NA,-72.15,-2.24,-40.58,-31.36,2.031,-53006.23,-5685.259,-42476.65,-4941,97.137,-53089.509,-5728.7123,-42550.62,-4907,96.648,-20221.47,27178,-42550.62,-4946,96.648,-87.07,-18.57,-40.58,-29.95,2.031,-20165,27196.8,-42476.6,-4982.24,97.14,-10.6133,-11.129,
pdbbind,refined,1ctu,guest-ligand,-1.486930597,NA,NA,NA,-11.95,-2.367,29.618,-41.28,2.0888,-52907.58,-5664.355,-42478.29,-4864,98.644,-52947.905,-5705.6513,-42512.44,-4828,98.17,-20236.45,27042,-42512.44,-4864,98.17,-129.5,-122.2,29.618,-39.04,2.0888,-20119.9,27163.9,-42478.3,-4904.22,98.64,-25.9793,-28.375,
pdbbind,refined,1d09,guest-ligand,-1.21451584,NA,NA,NA,52.644,-2.858,111.18,-57.73,2.0521,-248252.4,-26767.36,-194223.2,-27777,515.31,-248177.93,-26795.338,-194214.5,-27683,514.88,-110838.2,111699,-194214.5,-28838,514.88,-373.3,-426.8,111.18,-59.8,2.0521,-110621,112126,-194223,-29039.5,515.3,130.98,21.826,
pdbbind,refined,1d2e,guest-ligand,-1.075055682,NA,NA,NA,385.88,-6.344,481.07,-91.89,3.0465,-143576.5,-14708.51,-106501.9,-22706,339.86,-143188.31,-14749.597,-106101.4,-22677,339.34,-62407.78,66321,-106101.4,-22967,339.34,-738.7,-1135,481.07,-88.07,3.0465,-61695.2,67455.9,-106502,-22989,339.9,-8.623,2.31,
pdbbind,refined,1d3d,guest-ligand,-1.324304945,NA,NA,NA,-29.72,-9.298,117.53,-142.5,4.5934,-24500.38,-400.1832,-20399.93,-3766,65.881,-24565.282,-481.435,-20457.95,-3691,64.769,-12452.19,11679,-20457.95,-3738,64.769,-3.3,16.943,117.53,-142.4,4.5934,-12482.2,11662.5,-20399.9,-3810.65,65.88,-38.6438,-35.182,
pdbbind,refined,1d3p,guest-ligand,-1.200076641,NA,NA,NA,-72.42,-8.002,74.613,-143.7,4.6833,-23698.33,382.0604,-20396.34,-3750,66.066,-23800.01,301.4119,-20477.46,-3689,64.883,-12481.95,11670,-20477.46,-3740,64.883,-33.08,31.799,74.613,-144.2,4.6833,-12487.6,11638.5,-20396.3,-3795.9,66.07,-33.9165,-29.26,
pdbbind,refined,1d4k,guest-ligand,-1.332825023,NA,NA,NA,-370.3,-21,-265,-89.37,5.0278,-17053.73,-1697.263,-13272.18,-2134,49.911,-17437.708,-1811.378,-13586.48,-2087,47.587,-6988.658,8661.7,-13586.48,-2112,47.587,-70.89,278.3,-265,-89.25,5.0278,-7003.16,8383.44,-13272.2,-2164.33,49.91,-7.723,-13.678,
pdbbind,refined,1d4l,guest-ligand,-1.302802084,NA,NA,NA,-165.3,-16.5,-110.1,-43.23,4.4987,-17064.08,-1701.082,-13368.68,-2044,50.12,-17209.58,-1800.2816,-13523.46,-1934,48.132,-7121.434,8310.8,-13523.46,-1957,48.132,-188.7,-40.43,-110.1,-42.63,4.4987,-7037.77,8351.22,-13368.7,-2070.42,50.12,22.3364,19.8,
